objectid,objecttype,title,lc,nli,viaf,wiki,filename,creator,date,publisher,publisherloc,publisher2,publisher2loc,distributor,distloc,edition,illustration,pages,size,series,volume,seriesadd,volumeadd,note,translatedfrom,bibliography,contents,summary,subjects,type,format,display_template
hk1471,item,Sat on a hat,,,,,placeholder.jpg,"Goetz, Bracha;Ackerman, Dena",2014,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,26 pages,26 cm,,,,,,,,,,Hats;Judaism;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk1472,item,Indoor fishing : and other fun-to-read stories fot begining readers,,,,,placeholder.jpg,"Jakubowicz, M;David, Racheli",2017,Israel Bookshop Publications,"Lakewood, NJ",,,,,,illustrations,114 pages,24 cm,,,,,,,,,,Readers (Publications);Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk1473,item,The case of the greedy gorillas and other stories,,,,,placeholder.jpg,"Juravel, Dovid;David, Racheli",2016,MC Publications,"Lakewood, NJ",,,Israel Bookshop Publications,,,illustrations,247 pages,24 cm,Journey with Rabbi Juravel,5,,,,,,,,Jewish way of life;Jewish ethics;Fiction,Image;StillImage,image/jpeg,item
hk1474,item,A journey with Rabbi Juravel,,,,,placeholder.jpg,"Juravel, Dovid",2002,MC Publications,"Lakewood, NJ",,,,,,illustrations,volumes,24 cm,,,,,,,,V.1. Lost on the train and other stories -- v.2. Adventures in the sky and other stories -- v.3. The great escape and other stories -- v.4. Underwater voyage and other stories -- v. 5. The case of the greedy gorillas and other stories.,,Orthodox Jews;Fiction,Image;StillImage,image/jpeg,item
hk1475,item,Shabbos heroes,,,,,placeholder.jpg,"Fingerer, Yussie;Fingerer, Esther;Brull, Shaindy",2004,Shira Press,"Lakewood, NJ",,,,,,color illustrations,23 pages,26 cm,,,,,,,,,,Sabbath;Customs and practices;Fiction,Image;StillImage,image/jpeg,item
hk1476,item,Shalom heroes,,,,,placeholder.jpg,"Fingerer, Yussie;Fingerer, Esther;Brull, Shaindy",2008,Shira Press,"Lakewood, NJ",,,,,,color illustrations,30 pages,26 cm,,,,,,,,,,Customs and practices;Conduct of life;Fiction,Image;StillImage,image/jpeg,item
hk1477,item,Torah heroes,,,,,placeholder.jpg,"Fingerer, Yussie;Fingerer, Esther;Brull, Shaindy",2005,Shira Press,"Lakewood, NJ",,,,,,color illustrations,30 pages,26 cm,,,,,,,,,,Fiction,Image;StillImage,image/jpeg,item
hk1478,item,Hashem's candy store,,,,,placeholder.jpg,"Goetz, Bracha;Ackerman, Dena",2014,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,1 volume,26 cm,,,,,In rhyme.,,,,,Fruit;Haredi and religious literature,Image;StillImage,image/jpeg,item
hk1479,item,So what?! : standing tall to teasing,,,,,placeholder.jpg,"Hess, Ester",2014,Tfutza Publications,"Lakewood, NJ",,,Israel Bookshop Publications,,,color illustrations,36 pages,,Story solutions!,2,,,,,,,,Teasing;Interpersonal relations;Fiction,Image;StillImage,image/jpeg,item
hk1480,item,Enemy schemes : a comic book,,,,,placeholder.jpg,"Libi;Tzur, Batya;Ben Shachar, Chaya Sara",2018,The Circle Publications,"Lakewood, NJ",,,,,,color illustrations,57 pages,29 cm,,,,,"""First published in Hebrew as Etz B'lev Yam.""",,,,,Palestine;Orphans;Middle East;1799-1917;Action and adventure;Graphic novels;Historical fiction;History,Image;StillImage,image/jpeg,item
hk1481,item,Wheels of mystery,,,,,placeholder.jpg,"Kestenbaum, Tzippy",2019,The Circle Publications,"Lakewood, NJ",,,,,,,173 pages,24 cm,,,,,,,,,,Orthodox Judaism;United States;Fiction,Image;StillImage,image/jpeg,item
hk1482,item,Super Agent Gizmo : Operation time travel,,,,,placeholder.jpg,"Dweck, A;Studio Segalovitz",2019,The Circle Publications,"Lakewood, NJ",,,,,,color illustrations,63 pages,31 cm,,,,,,,,,,Time travel;Jewish religious education;Graphic novels;Action and adventure,Image;StillImage,image/jpeg,item
hk1483,item,Storm cloud,,,,,placeholder.jpg,"Aryeh, Levi;Studio Segalovitz",2020,The Circle Publications,"Lakewood, NJ",,,,,,color illustrations,68 pages,32 cm,,,,,Originally published in The circle.,,,,,United States;Superheroes;Action and adventure;Graphic novels,Image;StillImage,image/jpeg,item
hk1484,item,Super Agent Gizmo : Operation Egghead,,,,,placeholder.jpg,"Dweck, A;Studio Segalovitz",2020,The Circle Publications,"Lakewood, NJ",,,,,,color illustrations,64 pages,31 cm,,,,,,,,,,United States;Jewish religious education;Religious comics;Graphic novels;Action and adventure;Fiction,Image;StillImage,image/jpeg,item
hk1485,item,Under cover,,,,,placeholder.jpg,"Jakubowicz, M",2021,The Circle Publications,"Lakewood, NJ",,,,,,,200 pages,24 cm,,,,,,,,,,Drug factories;Fiction;Thrillers,Image;StillImage,image/jpeg,item
hk1486,item,Identity theif,,,,,placeholder.jpg,"Singer, C;Lehmann, Marcus 1831-1890;Studio Segalovitz",2021,The Circle Publications,"Lakewood, NJ",,,Feldheim Publishers,"Jerusalem; Nanuet, NY",,color illustrations,53 pages,32 cm,,,,,"Originally published in The circle.;""Adapted with permissoin from Marcus Lehman's Del Monte"" -- back cover",,,,"""Blood is thicker than water... ...or is it? When the son of a count is kidnapped by a jealous maidservant, courage and Torah allegiance meet. Joseph Del Monte, lovingly raised by Jewish parents, meets a boy who looks identical to him. Will he have the courage to fight for the truth? Identity Thief weaves the story of an embittered countess, a conniving priest, and heroic young count whose identity has been stolen, leaving him with a new destiny. Will he embrace it against all odds? Water is Torah. But will blood or water prevail?"" -- Publisher's website.",Germany;19th century;Nobility;Doppelgangers;Fiction;History;Graphic novels;Adaptations,Image;StillImage,image/jpeg,item
hk1487,item,"Super-agent Gizmo. 4, Operation tempervirus",,,,,placeholder.jpg,"Dweck, A;Studio Segalovitz",2021,The Circle Publications,"Lakewood, NJ",,,,,,color illustrations,64 pages,31 cm,Super-agent Gizmo,,,,,,,,"""A new boy joins Super-Agent Gizmo's class and intends to befriend him. Who is Morty Small - and can he be trusted? It's Gizmo's most dangerous mission yet, and it has serious consequences. Watch Gizmo and Inspector race against time after a mysterious super-virus is planted in the CIA. Can they stop TemperVirus and cure Admiral Jones and Professor Egghead in time? Join another hair-raising adventure and watch as Gizmo and Morty learn the power of achdus. Wash your hands. Mask up. Let's start the achdus spread.""--Amazon.com",Biological warfare;United States;Jewish religious education;Religious comics;Graphic novels;Action and adventure;Fiction,Image;StillImage,image/jpeg,item
hk1488,item,Mr. President,,,,,aarons_mrpresident.jpg,"Aarons, Meira;Studio Segalovitz",2022,The Circle Publications,"Lakewood, NJ",,,Feldheim Publishers,Jerusalem,,color illustrations,61 pages,31 cm,,,,,,,,,,United States;Elections;Presidential candidates;Fiction;Graphic novels,Image;StillImage,image/jpeg,item
hk1489,item,Zero gravity,,,,,abadi_zerogravity.jpg,"Abadi, M;Studio Segalovitz",2022,The Circle Publications,"Lakewood, NJ",,,,,,chiefly color illustrations,87 pages,31 cm,,,,,,,,,"""Clocks keep changing, phone calls are failing, GPS devices are going haywire. Something suspicious is happening in outer space. What could be causing mysterious technology failures all over the country? Will a winning trip to NASA's Space Camp turn out to be more than anyone could have ever imagined? Join Rocky, Zelig, and Noach as they suit up and blast off to save the world... before it's too late.""--Page 4 of cover.",Space flight;Outer space;Action and adventure;Graphic novels,Image;StillImage,image/jpeg,item
hk1490,item,Super-agent Gizmo,,,,,placeholder.jpg,"Dweck, A;Studio Segalovitz",2018,The Circle Publications,"Lakewood, NJ",,,,,,color illustrations,63 pages,31 cm,,,,,,,,,,United States;Graphic novels;Haredi and religious literature;Fiction,Image;StillImage,image/jpeg,item
hk1491,item,The Accidental Detective.,,,,,placeholder.jpg,"Kestenbaum, Tzippy",2018,The Circle Publications,"Lakewood, NJ",,,,,,,239 pages,,,,,,,,,,"""Avi Berger is a regular kid. So regular, in fact, that he never hears the exciting hock that his friends exchange all the time. That's why it's so unusual when he stumbles upon a mystery that his principal is dealing with and realizes that maybe he could help solve it! But dealing with suspicious characters is really not Avi's thing, so he enlists the help of his bossy but brilliant younger sister and his capable friend. Anxious about protecting his mother from her constant migraines and stalked by merciless crooks, Avi launches into his detective work and incredibly starts getting places ... until he lands in a most dangerous situation! Join Avi on his quest to find the stolen painting ... and on his journey to build the courage that comes along with being an Accidental Detective""--Back cover.",Orthodox Judaism;United States;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk1492,item,Mr. millionaire : a novel,,,,,placeholder.jpg,"Jakubowicz, M",2019,The Circle Publications,"Lakewood, NJ",,,,,,,139 pages,24 cm,,,,,,,,,"""It was a dream come true ... and the beginning of a nightmare. When Mordy Davidowitz finds himself in possession of a winning lottery ticket, he can't believe his good fortune. He finds himself instantly popular in school and sought after by people wherever he goes. But Mordy also finds himself getting a lot more than he bargained for. His brother Yirmy is intensely jealous of his newfound wealth, and his parents are worried about the family's safety. Then Mordy finds himself stuck in an abandoned house, and things really start to spiral out of control ... Join Mr. Millionaire on an adventure-filled ride as he learns stark truths about himself, his family, and the true value of money.""--Amazon",Lottery winners;Orthodox Judaism;United States;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk1493,item,Trapped in Hydropolis,,,,,placeholder.jpg,"Horowitz, Simmy;Studio Segalovitz",2019,The Circle Publications,"Lakewood, NJ",,,,,,color illustrations,69 pages,31 cm,,,,,,,,,,United States;Action and adventure;Graphic novels;Fiction;Haredi and religious literature,Image;StillImage,image/jpeg,item
hk1494,item,Only Mimi!,,,,,placeholder.jpg,"Schiff, G",2021,The Circle Publications,"Lakewood, NJ",,,,,,illustrations,171 pages,25 cm,,,,,,,,,,United States;Jewish girls;Fiction,Image;StillImage,image/jpeg,item
hk1495,item,Super-agent Gizmo. 5. Operation blaze away,,,,,placeholder.jpg,"Dweck, A;Studio Segalovitz",2022,The Circle Publications,"Lakewood, NJ",,,,,,color illustrations,65 pages,31 cm,Super-agent Gizmo,,,,,,,,"""Gizmo and Morty team up against an all-new sinister enemy bent on stealing Gizmo's most prized possession. Can Gizmo, with the help of Zeidy, uncover and stop the General's evil plan? Will the Super-Agent team discover the whereabouts of Professor Egghead and Admiral Jones and why they've been spirited away? And most importantly, will Gizmo jump into Torah-true Emunah and realize that we don't rely on kings, politicians, everyday people or even a robot dog, but only on Hashem?""--Amazon.com",United States;Jewish religious education;Fiction;Graphic novels,Image;StillImage,image/jpeg,item
hk1496,item,Out of mind,,,,,placeholder.jpg,"Burstyn, Rochel",2020,The Circle Publications,"Lakewood, NJ",,,,,,,198 pages,24 cm,,,,,,,,,,Jewish girls;Jewish families;Orthodox Judaism;Young adult literature;Fiction;Thrillers,Image;StillImage,image/jpeg,item
hk1497,item,Strange new world,,,,,placeholder.jpg,"Burstyn, Rochel",2021,The Circle Publications,"Lakewood, NJ",,,,,,,189 pages,24 cm,,,,,,,,,,Jewish girls;Michigan;Detroit (Michigan);Jewish families;Orthodox Judaism;Fiction,Image;StillImage,image/jpeg,item
hk1498,item,Homebound : a family bond tested and strengthened,,,,,placeholder.jpg,"Kestenbaum, Tzippy",2019,The Voice of Lakewood Publications,"Lakewood, NJ",,,,,,,256 pages,24 cm,,,,,"""A novel based on a true story."";""As serialized in The voice of Lakewood""--Page 4 of cover.",,,,"""Ever since their mother passed away, Bubby Koenig has been the rock for sisters Etty, Miri and Chevy. But when Bubby suffers a stroke, the lion's share of her care falls on the sisters' young shoulders-- especially Miri's. Struggling to be present for her husband, children, father, sisters and grandmother, Miri is stretched to the limit and tension begins to fester ... until it threatens to destroy everything. Can the sisters' deep bond survive--even thrive--in their new reality?""--Page 4 of cover.",Sisters;Life change events;Families;Jewish families;Orphans;Grandmothers;Biography;Fiction;Domestic fiction;Haredi and religious literature,Image;StillImage,image/jpeg,item
hk1499,item,Role call,,,,,placeholder.jpg,"Kestenbaum, Tzippy",2018,The Voice of Lakewood Publications,"Lakewood, NJ",,,,,,,316 pages,24 cm,,,,,,,,,"""Newly married Tzippy Kestenbaum finds herself in a place she never expected when her baby is born prematurely. She struggles with her many--often clashing--roles as she enters a bewildering new reality. Torn between her happy-go-lucky husband Dovi, her controlling father, and her peace-at-all-costs yet distant mother, she also has to cope with a frightening NICU existence--and her baby's unknown fate. How can she possibly pull through? Originally serialized in The Voice of Lakewood, Role Callkept thousands of readers emotionally drawn to Tzippy's saga as she faced and overcame her challenges. The interplay so subtly woven into the plot will resonate with you as you'll find yourself silently cheering her on and marveling at her strength. Role Call: A true account of thorny decisions, tangled relationships ... and ultimately, self-discovery.""--Back cover",Children;Diseases;Cystic fibrosis;Genetic disorders;Jewish families;Religious life;New Jersey;Parents of autistic children;Haredi and religious literature;Autobiography;Biography,Image;StillImage,image/jpeg,item
hk1500,item,Ripple effect : a teen novel,,,,,placeholder.jpg,"Braverman, Rochel",2021,The Circle Publications,"Lakewood, NJ",,,,,,,199 pages,24 cm,,,,,"""Sequel to : Domino effect""--Cover.",,,,"""In a dormitory where wacky escapades and late-night parties never end, Tunie should be having the time of her life. Yet underneath her Syrian charm and exuberant nature, she's harboring an agonizing secret. And she's not the only one. The plot thickens with a grim-faced dorm counselor, a series of frightening messages, and a wrenching separation. Not to mention the unfortunate hair-dye saga, the snowstorm mishap, and other laugh-or-cry episodes. As Tunie silently struggles to own up to her past, she uncovers hidden strengths from a most unlikely source""--Page [4] of cover.",Orthodox Judaism;United States;Jewish girls;Friendship;Best friends;Secrets;Young adult fiction;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk1501,item,Flying colors,,,,,placeholder.jpg,"Braverman, Rochel",2021,The Circle Publications,"Lakewood, NJ",,,,,,,182 pages,,,,,,,,,,,Jewish boys;Business;Friendship;Best friends;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk1502,item,Confetti : a colorful collection of short stories,,,,,placeholder.jpg,"Braverman, Rochel",2022,The Circle Publications,"Lakewood, NJ",Feldheim Publishers,"Nanuet, NY",,,,,246 pages,24 cm,,,,,"""Great kids. Great moments."" -- Cover",,,,,Conduct of life;Fiction,Image;StillImage,image/jpeg,item
hk1503,item,Hashem is always with me,,,,,placeholder.jpg,"Steinberg, Suzie;Engel, Rivka",2021,Israel Bookshop Publications,"Lakewood, NJ",,,,,,color illustrations,30 pages,28 cm,,,,,,,,,,God (Judaism);Love;Judaism;Jewish way of life;Illustrated works;Picture books,Image;StillImage,image/jpeg,item
